complexity_metric,ml_metric,correlation,p_value,abs_correlation
ONB,KNN-5_recall,-0.9906334178259034,1.606334183821298e-20,0.9906334178259034
Clust,KNN-5_recall,-0.9892462846722359,7.291453040599197e-20,0.9892462846722359
D. Over.,KNN-5_recall,-0.9868313894989404,6.695422255801678e-19,0.9868313894989404
N2,KNN-5_recall,-0.9393230114785414,1.0666269758508716e-11,0.9393230114785414
F4,KNN-5_recall,-0.7233231099964084,6.500436840168912e-05,0.7233231099964084
N4,KNN-5_recall,-0.674667417491154,0.0002991673320458097,0.674667417491154
F3,KNN-5_recall,-0.6659309169805561,0.000382225927991142,0.6659309169805561
LSC,KNN-5_recall,-0.658585957331788,0.0004668496193771592,0.658585957331788
F1,KNN-5_recall,-0.5315254776180041,0.007518552711746736,0.5315254776180041
F2,KNN-5_recall,-0.5110452823905909,0.01070726774259768,0.5110452823905909
F1v,KNN-5_recall,-0.43687226188744643,0.03279657855723782,0.43687226188744643
CM,KNN-5_balanced_accuracy,-0.9991840540465445,3.662486968659093e-32,0.9991840540465445
R,KNN-5_balanced_accuracy,-0.9991840540465444,3.6624869686700534e-32,0.9991840540465444
D3,KNN-5_balanced_accuracy,-0.9991840540465444,3.6624869686700534e-32,0.9991840540465444
N3,KNN-5_balanced_accuracy,-0.9981214265134306,3.511514273078398e-28,0.9981214265134306
N1,KNN-5_balanced_accuracy,-0.997639275271035,4.32436757377477e-27,0.997639275271035
Borderline,KNN-5_balanced_accuracy,-0.9971103335131989,3.9874443676768994e-26,0.9971103335131989
kDN,KNN-5_balanced_accuracy,-0.9961049451863887,1.0592899526583145e-24,0.9961049451863887
ONB,KNN-5_balanced_accuracy,-0.9906334178259032,1.606334183822132e-20,0.9906334178259032
Clust,KNN-5_balanced_accuracy,-0.9892462846722356,7.291453040600841e-20,0.9892462846722356
D. Over.,KNN-5_balanced_accuracy,-0.9868313894989404,6.695422255801678e-19,0.9868313894989404
N2,KNN-5_balanced_accuracy,-0.9393230114785411,1.0666269758509132e-11,0.9393230114785411
F4,KNN-5_balanced_accuracy,-0.7233231099964084,6.500436840168912e-05,0.7233231099964084
N4,KNN-5_balanced_accuracy,-0.674667417491154,0.0002991673320458097,0.674667417491154
F3,KNN-5_balanced_accuracy,-0.665930916980556,0.0003822259279911445,0.665930916980556
LSC,KNN-5_balanced_accuracy,-0.658585957331788,0.0004668496193771592,0.658585957331788
F1,KNN-5_balanced_accuracy,-0.5315254776180041,0.007518552711746736,0.5315254776180041
F2,KNN-5_balanced_accuracy,-0.5110452823905909,0.01070726774259768,0.5110452823905909
F1v,KNN-5_balanced_accuracy,-0.4368722618874463,0.0327965785572379,0.4368722618874463
N3,KNN-3_accuracy,-0.9985169508391499,2.6114592427232406e-29,0.9985169508391499
CM,KNN-3_accuracy,-0.997995561313088,7.162327198294645e-28,0.997995561313088
R,KNN-3_accuracy,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
D3,KNN-3_accuracy,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
N1,KNN-3_accuracy,-0.9947796302549117,2.6389806904415058e-23,0.9947796302549117
Borderline,KNN-3_accuracy,-0.9939991781213613,1.2175397489059053e-22,0.9939991781213613
kDN,KNN-3_accuracy,-0.9923117298229784,1.8446384799140974e-21,0.9923117298229784
ONB,KNN-3_accuracy,-0.9870818493202211,5.426797945228957e-19,0.9870818493202211
Clust,KNN-3_accuracy,-0.9852410754779548,2.3294623339923673e-18,0.9852410754779548
D. Over.,KNN-3_accuracy,-0.9804300939388806,5.075544199006794e-17,0.9804300939388806
N2,KNN-3_accuracy,-0.9311751630393694,4.104541689943546e-11,0.9311751630393694
F4,KNN-3_accuracy,-0.7141689506960809,8.866809002043705e-05,0.7141689506960809
F3,KNN-3_accuracy,-0.6602853163885455,0.0004459507407843466,0.6602853163885455
N4,KNN-3_accuracy,-0.6581371818468629,0.00047250820809638123,0.6581371818468629
LSC,KNN-3_accuracy,-0.6497297729987799,0.0005900554491369107,0.6497297729987799
F1,KNN-3_accuracy,-0.5169417073692905,0.009692045716449965,0.5169417073692905
F2,KNN-3_accuracy,-0.49971343965674275,0.012905245089831438,0.49971343965674275
F1v,KNN-3_accuracy,-0.4235450480243905,0.03916971605128899,0.4235450480243905
N3,KNN-3_f1,-0.9985441768072698,2.1302051494781203e-29,0.9985441768072698
R,KNN-3_f1,-0.9980324005752523,5.841314177549137e-28,0.9980324005752523
CM,KNN-3_f1,-0.9980324005752523,5.841314177549137e-28,0.9980324005752523
D3,KNN-3_f1,-0.9980324005752523,5.841314177549137e-28,0.9980324005752523
N1,KNN-3_f1,-0.994781152126379,2.630548769932831e-23,0.994781152126379
Borderline,KNN-3_f1,-0.9939828405839479,1.2544089497834576e-22,0.9939828405839479
kDN,KNN-3_f1,-0.9923406548645461,1.769954336496367e-21,0.9923406548645461
ONB,KNN-3_f1,-0.9871540040772506,5.104225449990971e-19,0.9871540040772506
Clust,KNN-3_f1,-0.9853255541404328,2.1877712026452786e-18,0.9853255541404328
D. Over.,KNN-3_f1,-0.9804314840372224,5.0716123817623847e-17,0.9804314840372224
N2,KNN-3_f1,-0.9310645613253565,4.175502087952726e-11,0.9310645613253565
F4,KNN-3_f1,-0.7142023046965682,8.856973760957831e-05,0.7142023046965682
F3,KNN-3_f1,-0.6603287729257535,0.0004454271131290299,0.6603287729257535
N4,KNN-3_f1,-0.6579874993561399,0.0004744087043382765,0.6579874993561399
LSC,KNN-3_f1,-0.6498355978502265,0.0005884319605696023,0.6498355978502265
F1,KNN-3_f1,-0.5166029028363138,0.0097481362446536,0.5166029028363138
F2,KNN-3_f1,-0.49938642106264236,0.012973795094226224,0.49938642106264236
F1v,KNN-3_f1,-0.42289687487986266,0.03950293332780157,0.42289687487986266
N3,KNN-3_precision,-0.9985182103968581,2.5871804128352594e-29,0.9985182103968581
CM,KNN-3_precision,-0.9979935398541643,7.24211649192781e-28,0.9979935398541643
R,KNN-3_precision,-0.9979935398541642,7.24211649192781e-28,0.9979935398541642
D3,KNN-3_precision,-0.9979935398541642,7.24211649192781e-28,0.9979935398541642
N1,KNN-3_precision,-0.9947145579424588,3.0233398309408224e-23,0.9947145579424588
Borderline,KNN-3_precision,-0.9942195101919559,8.076362029055507e-23,0.9942195101919559
kDN,KNN-3_precision,-0.9920701118793055,2.5897113445270508e-21,0.9920701118793055
ONB,KNN-3_precision,-0.9867461869802348,7.18484105490599e-19,0.9867461869802348
Clust,KNN-3_precision,-0.9849141511889883,2.959826002193376e-18,0.9849141511889883
D. Over.,KNN-3_precision,-0.9801755721502579,5.843900297912251e-17,0.9801755721502579
N2,KNN-3_precision,-0.9313975248556158,3.965164682253575e-11,0.9313975248556158
F4,KNN-3_precision,-0.7133859361696708,9.100465867338089e-05,0.7133859361696708
N4,KNN-3_precision,-0.6590803665916958,0.000460683644896653,0.6590803665916958
F3,KNN-3_precision,-0.6587690289053135,0.0004645581824644781,0.6587690289053135
LSC,KNN-3_precision,-0.6478267015676783,0.0006199186955679115,0.6478267015676783
F1,KNN-3_precision,-0.5185076541383464,0.009436256610250531,0.5185076541383464
F2,KNN-3_precision,-0.501419478974328,0.012552433030410187,0.501419478974328
F1v,KNN-3_precision,-0.4267298217587713,0.037564558771574164,0.4267298217587713
N3,KNN-3_recall,-0.9985169508391499,2.6114592427232406e-29,0.9985169508391499
CM,KNN-3_recall,-0.997995561313088,7.162327198294645e-28,0.997995561313088
R,KNN-3_recall,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
D3,KNN-3_recall,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
N1,KNN-3_recall,-0.9947796302549117,2.6389806904415058e-23,0.9947796302549117
Borderline,KNN-3_recall,-0.9939991781213613,1.2175397489059053e-22,0.9939991781213613
kDN,KNN-3_recall,-0.9923117298229784,1.8446384799140974e-21,0.9923117298229784
ONB,KNN-3_recall,-0.9870818493202211,5.426797945228957e-19,0.9870818493202211
Clust,KNN-3_recall,-0.9852410754779548,2.3294623339923673e-18,0.9852410754779548
D. Over.,KNN-3_recall,-0.9804300939388806,5.075544199006794e-17,0.9804300939388806
N2,KNN-3_recall,-0.9311751630393694,4.104541689943546e-11,0.9311751630393694
F4,KNN-3_recall,-0.7141689506960809,8.866809002043705e-05,0.7141689506960809
F3,KNN-3_recall,-0.6602853163885455,0.0004459507407843466,0.6602853163885455
N4,KNN-3_recall,-0.6581371818468629,0.00047250820809638123,0.6581371818468629
LSC,KNN-3_recall,-0.6497297729987799,0.0005900554491369107,0.6497297729987799
F1,KNN-3_recall,-0.5169417073692905,0.009692045716449965,0.5169417073692905
F2,KNN-3_recall,-0.49971343965674275,0.012905245089831438,0.49971343965674275
F1v,KNN-3_recall,-0.4235450480243905,0.03916971605128899,0.4235450480243905
N3,KNN-3_balanced_accuracy,-0.9985169508391499,2.6114592427232406e-29,0.9985169508391499
CM,KNN-3_balanced_accuracy,-0.997995561313088,7.162327198294645e-28,0.997995561313088
R,KNN-3_balanced_accuracy,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
D3,KNN-3_balanced_accuracy,-0.9979955613130879,7.162327198294645e-28,0.9979955613130879
N1,KNN-3_balanced_accuracy,-0.9947796302549117,2.6389806904415058e-23,0.9947796302549117
Borderline,KNN-3_balanced_accuracy,-0.9939991781213613,1.2175397489059053e-22,0.9939991781213613
kDN,KNN-3_balanced_accuracy,-0.9923117298229784,1.8446384799140974e-21,0.9923117298229784
ONB,KNN-3_balanced_accuracy,-0.9870818493202211,5.426797945228957e-19,0.9870818493202211
Clust,KNN-3_balanced_accuracy,-0.9852410754779548,2.3294623339923673e-18,0.9852410754779548
D. Over.,KNN-3_balanced_accuracy,-0.9804300939388806,5.075544199006794e-17,0.9804300939388806
N2,KNN-3_balanced_accuracy,-0.9311751630393694,4.104541689943546e-11,0.9311751630393694
F4,KNN-3_balanced_accuracy,-0.7141689506960809,8.866809002043705e-05,0.7141689506960809
F3,KNN-3_balanced_accuracy,-0.6602853163885455,0.0004459507407843466,0.6602853163885455
N4,KNN-3_balanced_accuracy,-0.6581371818468629,0.00047250820809638123,0.6581371818468629
LSC,KNN-3_balanced_accuracy,-0.6497297729987799,0.0005900554491369107,0.6497297729987799
F1,KNN-3_balanced_accuracy,-0.5169417073692905,0.009692045716449965,0.5169417073692905
F2,KNN-3_balanced_accuracy,-0.49971343965674275,0.012905245089831438,0.49971343965674275
F1v,KNN-3_balanced_accuracy,-0.4235450480243905,0.03916971605128899,0.4235450480243905
N2,DecisionTree_accuracy,-0.9645913127848503,3.2085656660247104e-14,0.9645913127848503
Clust,DecisionTree_accuracy,-0.9580996209825888,1.9831737964281158e-13,0.9580996209825888
ONB,DecisionTree_accuracy,-0.956727371644745,2.8088404283279713e-13,0.956727371644745
D. Over.,DecisionTree_accuracy,-0.9406995939829548,8.340556873931602e-12,0.9406995939829548
Borderline,DecisionTree_accuracy,-0.9312635045873503,4.0486476887069997e-11,0.9312635045873503
kDN,DecisionTree_accuracy,-0.9304239921554742,4.608730176007319e-11,0.9304239921554742
N1,DecisionTree_accuracy,-0.9293936845081823,5.391275090243552e-11,0.9293936845081823
CM,DecisionTree_accuracy,-0.9161638970270215,3.3490416700233486e-10,0.9161638970270215
D3,DecisionTree_accuracy,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
R,DecisionTree_accuracy,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
N3,DecisionTree_accuracy,-0.9061608168513282,1.1033356854241209e-09,0.9061608168513282
N4,DecisionTree_accuracy,-0.8504164447081466,1.4228525919291138e-07,0.8504164447081466
F4,DecisionTree_accuracy,-0.8207690961627048,8.985142346074601e-07,0.8207690961627048
LSC,DecisionTree_accuracy,-0.801823812103772,2.4691670388485916e-06,0.801823812103772
F3,DecisionTree_accuracy,-0.7890881652578203,4.595509008993531e-06,0.7890881652578203
F1,DecisionTree_accuracy,-0.7394029191168459,3.6560504926524165e-05,0.7394029191168459
F2,DecisionTree_accuracy,-0.6822374277354828,0.00024036312496729585,0.6822374277354828
F1v,DecisionTree_accuracy,-0.6678030575457359,0.00036291633103132965,0.6678030575457359
N2,DecisionTree_f1,-0.9640777116497661,3.750322249024282e-14,0.9640777116497661
Clust,DecisionTree_f1,-0.9573591415897624,2.3963348662911746e-13,0.9573591415897624
ONB,DecisionTree_f1,-0.9559463442357238,3.4072048463421703e-13,0.9559463442357238
D. Over.,DecisionTree_f1,-0.9397147872480076,9.951022525238396e-12,0.9397147872480076
Borderline,DecisionTree_f1,-0.9303025947331823,4.695267745867924e-11,0.9303025947331823
kDN,DecisionTree_f1,-0.9293665239531035,5.413436912917243e-11,0.9293665239531035
N1,DecisionTree_f1,-0.92834137555483,6.312555280535761e-11,0.92834137555483
D3,DecisionTree_f1,-0.9151205959054405,3.818121653724145e-10,0.9151205959054405
R,DecisionTree_f1,-0.9151205959054405,3.818121653724145e-10,0.9151205959054405
CM,DecisionTree_f1,-0.9151205959054405,3.818121653724145e-10,0.9151205959054405
N3,DecisionTree_f1,-0.9049920606003277,1.257233340976204e-09,0.9049920606003277
N4,DecisionTree_f1,-0.8510198987714637,1.364995512316415e-07,0.8510198987714637
F4,DecisionTree_f1,-0.8207317053252652,9.004112430202113e-07,0.8207317053252652
LSC,DecisionTree_f1,-0.8016147801727362,2.495355366836427e-06,0.8016147801727362
F3,DecisionTree_f1,-0.7888275456795559,4.652252995836687e-06,0.7888275456795559
F1,DecisionTree_f1,-0.7401818431705265,3.551843359209905e-05,0.7401818431705265
F2,DecisionTree_f1,-0.6830134504765957,0.0002349469333711246,0.6830134504765957
F1v,DecisionTree_f1,-0.6687581960331989,0.0003533951291466619,0.6687581960331989
N2,DecisionTree_precision,-0.9689135154631959,7.818409659107621e-15,0.9689135154631959
Clust,DecisionTree_precision,-0.9673276805800242,1.3415595038581618e-14,0.9673276805800242
ONB,DecisionTree_precision,-0.966057262406999,2.028992390266977e-14,0.966057262406999
D. Over.,DecisionTree_precision,-0.9535906584264644,5.976879734114142e-13,0.9535906584264644
Borderline,DecisionTree_precision,-0.945105821791864,3.642003692546566e-12,0.945105821791864
kDN,DecisionTree_precision,-0.9444230323739273,4.159130051418085e-12,0.9444230323739273
N1,DecisionTree_precision,-0.943373702482301,5.084156183629077e-12,0.943373702482301
CM,DecisionTree_precision,-0.9306574909561781,4.446320956061066e-11,0.9306574909561781
D3,DecisionTree_precision,-0.930657490956178,4.446320956061066e-11,0.930657490956178
R,DecisionTree_precision,-0.930657490956178,4.446320956061066e-11,0.930657490956178
N3,DecisionTree_precision,-0.9216038849440535,1.6429946822252737e-10,0.9216038849440535
N4,DecisionTree_precision,-0.8382244745487145,3.173124286493311e-07,0.8382244745487145
F4,DecisionTree_precision,-0.8164356696975925,1.1436885290833749e-06,0.8164356696975925
LSC,DecisionTree_precision,-0.7933696427828112,3.747221960250098e-06,0.7933696427828112
F3,DecisionTree_precision,-0.7824804609681391,6.240748016230426e-06,0.7824804609681391
F1,DecisionTree_precision,-0.7234263389868781,6.47727700037141e-05,0.7234263389868781
F2,DecisionTree_precision,-0.6693287464551422,0.0003478117017648026,0.6693287464551422
F1v,DecisionTree_precision,-0.6488790621883476,0.0006032476284963801,0.6488790621883476
N2,DecisionTree_recall,-0.9645913127848503,3.2085656660247104e-14,0.9645913127848503
Clust,DecisionTree_recall,-0.9580996209825888,1.9831737964281158e-13,0.9580996209825888
ONB,DecisionTree_recall,-0.956727371644745,2.8088404283279713e-13,0.956727371644745
D. Over.,DecisionTree_recall,-0.9406995939829548,8.340556873931602e-12,0.9406995939829548
Borderline,DecisionTree_recall,-0.9312635045873503,4.0486476887069997e-11,0.9312635045873503
kDN,DecisionTree_recall,-0.9304239921554742,4.608730176007319e-11,0.9304239921554742
N1,DecisionTree_recall,-0.9293936845081823,5.391275090243552e-11,0.9293936845081823
CM,DecisionTree_recall,-0.9161638970270215,3.3490416700233486e-10,0.9161638970270215
D3,DecisionTree_recall,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
R,DecisionTree_recall,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
N3,DecisionTree_recall,-0.9061608168513282,1.1033356854241209e-09,0.9061608168513282
N4,DecisionTree_recall,-0.8504164447081466,1.4228525919291138e-07,0.8504164447081466
F4,DecisionTree_recall,-0.8207690961627048,8.985142346074601e-07,0.8207690961627048
LSC,DecisionTree_recall,-0.801823812103772,2.4691670388485916e-06,0.801823812103772
F3,DecisionTree_recall,-0.7890881652578203,4.595509008993531e-06,0.7890881652578203
F1,DecisionTree_recall,-0.7394029191168459,3.6560504926524165e-05,0.7394029191168459
F2,DecisionTree_recall,-0.6822374277354828,0.00024036312496729585,0.6822374277354828
F1v,DecisionTree_recall,-0.6678030575457359,0.00036291633103132965,0.6678030575457359
N2,DecisionTree_balanced_accuracy,-0.9645913127848504,3.2085656660247104e-14,0.9645913127848504
Clust,DecisionTree_balanced_accuracy,-0.9580996209825888,1.9831737964281158e-13,0.9580996209825888
ONB,DecisionTree_balanced_accuracy,-0.9567273716447449,2.8088404283281253e-13,0.9567273716447449
D. Over.,DecisionTree_balanced_accuracy,-0.9406995939829548,8.340556873931602e-12,0.9406995939829548
Borderline,DecisionTree_balanced_accuracy,-0.9312635045873503,4.0486476887069997e-11,0.9312635045873503
kDN,DecisionTree_balanced_accuracy,-0.9304239921554742,4.608730176007319e-11,0.9304239921554742
N1,DecisionTree_balanced_accuracy,-0.9293936845081824,5.391275090243552e-11,0.9293936845081824
D3,DecisionTree_balanced_accuracy,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
R,DecisionTree_balanced_accuracy,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
CM,DecisionTree_balanced_accuracy,-0.9161638970270214,3.3490416700234427e-10,0.9161638970270214
N3,DecisionTree_balanced_accuracy,-0.9061608168513282,1.1033356854241209e-09,0.9061608168513282
N4,DecisionTree_balanced_accuracy,-0.8504164447081466,1.4228525919291138e-07,0.8504164447081466
F4,DecisionTree_balanced_accuracy,-0.8207690961627047,8.985142346074601e-07,0.8207690961627047
LSC,DecisionTree_balanced_accuracy,-0.8018238121037721,2.4691670388485916e-06,0.8018238121037721
F3,DecisionTree_balanced_accuracy,-0.7890881652578206,4.595509008993482e-06,0.7890881652578206
F1,DecisionTree_balanced_accuracy,-0.739402919116846,3.6560504926524165e-05,0.739402919116846
F2,DecisionTree_balanced_accuracy,-0.6822374277354828,0.00024036312496729585,0.6822374277354828
F1v,DecisionTree_balanced_accuracy,-0.6678030575457359,0.00036291633103132965,0.6678030575457359
N3,SVM-RBF_accuracy,-0.9978127374862649,1.8693016309039268e-27,0.9978127374862649
CM,SVM-RBF_accuracy,-0.9975509026021505,6.476111175602797e-27,0.9975509026021505
R,SVM-RBF_accuracy,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
D3,SVM-RBF_accuracy,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
N1,SVM-RBF_accuracy,-0.9949872139004324,1.6904694328536116e-23,0.9949872139004324
Borderline,SVM-RBF_accuracy,-0.9946308797665002,3.592195522339931e-23,0.9946308797665002
kDN,SVM-RBF_accuracy,-0.9944541359576995,5.1254772448100283e-23,0.9944541359576995
ONB,SVM-RBF_accuracy,-0.9858935884181457,1.4208324208245018e-18,0.9858935884181457
Clust,SVM-RBF_accuracy,-0.9850078112554765,2.7650438071931915e-18,0.9850078112554765
D. Over.,SVM-RBF_accuracy,-0.9843089899476101,4.549317381496872e-18,0.9843089899476101
N2,SVM-RBF_accuracy,-0.932455279558208,3.358905217256059e-11,0.932455279558208
F4,SVM-RBF_accuracy,-0.7103785632291775,0.00010048797743171795,0.7103785632291775
N4,SVM-RBF_accuracy,-0.6601085288871082,0.00044808643401427026,0.6601085288871082
F3,SVM-RBF_accuracy,-0.6594114799548467,0.0004565937350202209,0.6594114799548467
LSC,SVM-RBF_accuracy,-0.6579349503020082,0.000475077479257764,0.6579349503020082
F1,SVM-RBF_accuracy,-0.5143539333222108,0.010127315064474996,0.5143539333222108
F2,SVM-RBF_accuracy,-0.4921492093548496,0.01456915604680813,0.4921492093548496
F1v,SVM-RBF_accuracy,-0.4115662782486187,0.04569728939972231,0.4115662782486187
N3,SVM-RBF_f1,-0.9978447875876948,1.5893666915010432e-27,0.9978447875876948
CM,SVM-RBF_f1,-0.997590302520184,5.418934930657742e-27,0.997590302520184
R,SVM-RBF_f1,-0.9975903025201839,5.418934930663231e-27,0.9975903025201839
D3,SVM-RBF_f1,-0.9975903025201838,5.418934930663231e-27,0.9975903025201838
N1,SVM-RBF_f1,-0.9948656893010862,2.1988601022817884e-23,0.9948656893010862
Borderline,SVM-RBF_f1,-0.9945893087213649,3.9095152032875746e-23,0.9945893087213649
kDN,SVM-RBF_f1,-0.9942841984383474,7.138096133032718e-23,0.9942841984383474
ONB,SVM-RBF_f1,-0.9858387041953504,1.482462859440727e-18,0.9858387041953504
Clust,SVM-RBF_f1,-0.9849726396845693,2.836780921342806e-18,0.9849726396845693
D. Over.,SVM-RBF_f1,-0.9840042237760729,5.613504210601072e-18,0.9840042237760729
N2,SVM-RBF_f1,-0.9321453948166283,3.5271962537019115e-11,0.9321453948166283
F4,SVM-RBF_f1,-0.7099916842029699,0.00010176863492920712,0.7099916842029699
N4,SVM-RBF_f1,-0.6599166226723898,0.0004504147911212792,0.6599166226723898
F3,SVM-RBF_f1,-0.6587868668371217,0.0004643354334090902,0.6587868668371217
LSC,SVM-RBF_f1,-0.6571973893104565,0.0004845506564508974,0.6571973893104565
F1,SVM-RBF_f1,-0.5140680804566438,0.010176372110643343,0.5140680804566438
F2,SVM-RBF_f1,-0.49203552525654076,0.014595441905233993,0.49203552525654076
F1v,SVM-RBF_f1,-0.41132869283375606,0.045834863668409415,0.41132869283375606
N3,SVM-RBF_precision,-0.9978637776092256,1.4420561051924094e-27,0.9978637776092256
R,SVM-RBF_precision,-0.9975702345468989,5.9360024663759595e-27,0.9975702345468989
CM,SVM-RBF_precision,-0.9975702345468989,5.9360024663759595e-27,0.9975702345468989
D3,SVM-RBF_precision,-0.9975702345468989,5.9360024663759595e-27,0.9975702345468989
N1,SVM-RBF_precision,-0.995342016652318,7.5512939112601e-24,0.995342016652318
kDN,SVM-RBF_precision,-0.9948723252799785,2.1678656872824336e-23,0.9948723252799785
Borderline,SVM-RBF_precision,-0.9948463397407661,2.2915483836767115e-23,0.9948463397407661
ONB,SVM-RBF_precision,-0.98609428018644,1.2147612018776335e-18,0.98609428018644
Clust,SVM-RBF_precision,-0.9851570420967024,2.4786233534795952e-18,0.9851570420967024
D. Over.,SVM-RBF_precision,-0.984986860831958,2.8075739617586753e-18,0.984986860831958
N2,SVM-RBF_precision,-0.9331106333444366,3.0266577291411094e-11,0.9331106333444366
F4,SVM-RBF_precision,-0.7112010588120707,9.781212259205853e-05,0.7112010588120707
N4,SVM-RBF_precision,-0.6606030967739087,0.0004421339339864214,0.6606030967739087
F3,SVM-RBF_precision,-0.6604679472250924,0.00044375372038250687,0.6604679472250924
LSC,SVM-RBF_precision,-0.6589652510230259,0.0004621129632250059,0.6589652510230259
F1,SVM-RBF_precision,-0.5150979147272302,0.010000551919601287,0.5150979147272302
F2,SVM-RBF_precision,-0.4926575345475259,0.014452095740896568,0.4926575345475259
F1v,SVM-RBF_precision,-0.41255223940333224,0.04512981841960584,0.41255223940333224
N3,SVM-RBF_recall,-0.9978127374862649,1.8693016309039268e-27,0.9978127374862649
CM,SVM-RBF_recall,-0.9975509026021505,6.476111175602797e-27,0.9975509026021505
R,SVM-RBF_recall,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
D3,SVM-RBF_recall,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
N1,SVM-RBF_recall,-0.9949872139004324,1.6904694328536116e-23,0.9949872139004324
Borderline,SVM-RBF_recall,-0.9946308797665002,3.592195522339931e-23,0.9946308797665002
kDN,SVM-RBF_recall,-0.9944541359576995,5.1254772448100283e-23,0.9944541359576995
ONB,SVM-RBF_recall,-0.9858935884181457,1.4208324208245018e-18,0.9858935884181457
Clust,SVM-RBF_recall,-0.9850078112554765,2.7650438071931915e-18,0.9850078112554765
D. Over.,SVM-RBF_recall,-0.9843089899476101,4.549317381496872e-18,0.9843089899476101
N2,SVM-RBF_recall,-0.932455279558208,3.358905217256059e-11,0.932455279558208
F4,SVM-RBF_recall,-0.7103785632291775,0.00010048797743171795,0.7103785632291775
N4,SVM-RBF_recall,-0.6601085288871082,0.00044808643401427026,0.6601085288871082
F3,SVM-RBF_recall,-0.6594114799548467,0.0004565937350202209,0.6594114799548467
LSC,SVM-RBF_recall,-0.6579349503020082,0.000475077479257764,0.6579349503020082
F1,SVM-RBF_recall,-0.5143539333222108,0.010127315064474996,0.5143539333222108
F2,SVM-RBF_recall,-0.4921492093548496,0.01456915604680813,0.4921492093548496
F1v,SVM-RBF_recall,-0.4115662782486187,0.04569728939972231,0.4115662782486187
N3,SVM-RBF_balanced_accuracy,-0.9978127374862649,1.8693016309039268e-27,0.9978127374862649
R,SVM-RBF_balanced_accuracy,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
CM,SVM-RBF_balanced_accuracy,-0.9975509026021504,6.47611117560925e-27,0.9975509026021504
D3,SVM-RBF_balanced_accuracy,-0.9975509026021503,6.47611117560925e-27,0.9975509026021503
N1,SVM-RBF_balanced_accuracy,-0.9949872139004323,1.690469432854434e-23,0.9949872139004323
Borderline,SVM-RBF_balanced_accuracy,-0.9946308797665002,3.592195522339931e-23,0.9946308797665002
kDN,SVM-RBF_balanced_accuracy,-0.9944541359576995,5.1254772448100283e-23,0.9944541359576995
ONB,SVM-RBF_balanced_accuracy,-0.9858935884181457,1.4208324208245018e-18,0.9858935884181457
Clust,SVM-RBF_balanced_accuracy,-0.9850078112554764,2.7650438071931915e-18,0.9850078112554764
D. Over.,SVM-RBF_balanced_accuracy,-0.98430898994761,4.549317381496872e-18,0.98430898994761
N2,SVM-RBF_balanced_accuracy,-0.932455279558208,3.358905217256059e-11,0.932455279558208
F4,SVM-RBF_balanced_accuracy,-0.7103785632291775,0.00010048797743171795,0.7103785632291775
N4,SVM-RBF_balanced_accuracy,-0.6601085288871082,0.00044808643401427026,0.6601085288871082
F3,SVM-RBF_balanced_accuracy,-0.6594114799548467,0.0004565937350202209,0.6594114799548467
LSC,SVM-RBF_balanced_accuracy,-0.6579349503020082,0.000475077479257764,0.6579349503020082
F1,SVM-RBF_balanced_accuracy,-0.5143539333222109,0.010127315064474996,0.5143539333222109
F2,SVM-RBF_balanced_accuracy,-0.4921492093548496,0.01456915604680813,0.4921492093548496
F1v,SVM-RBF_balanced_accuracy,-0.41156627824861874,0.04569728939972231,0.41156627824861874
F1v,SVM-Linear_accuracy,-0.960997020929379,9.139195578177095e-14,0.960997020929379
F1,SVM-Linear_accuracy,-0.9536294114350424,5.923282341433752e-13,0.9536294114350424
N4,SVM-Linear_accuracy,-0.9526946871281616,7.345209140566578e-13,0.9526946871281616
F2,SVM-Linear_accuracy,-0.8935712674050555,4.149055994669781e-09,0.8935712674050555
F4,SVM-Linear_accuracy,-0.827791802973949,5.99353509929677e-07,0.827791802973949
F3,SVM-Linear_accuracy,-0.7972808663173921,3.0970081680438184e-06,0.7972808663173921
LSC,SVM-Linear_accuracy,-0.7688691856849208,1.1356669377488159e-05,0.7688691856849208
N2,SVM-Linear_accuracy,-0.7051305499827865,0.00011912109867796536,0.7051305499827865
Clust,SVM-Linear_accuracy,-0.6251207915099788,0.001090163537389717,0.6251207915099788
ONB,SVM-Linear_accuracy,-0.6220712986820485,0.0011721655936540781,0.6220712986820485
D. Over.,SVM-Linear_accuracy,-0.5905014382508734,0.00238246546887578,0.5905014382508734
